73,-20,-46,68.9619751411755,4
12,-42,-46,26.578513124868156,1
2,-45,-45,43.71918779544474,1
6,-44,-45,63.58814068557759,4
24,-38,-45,86.43291807946716,3
77,-16,-45,85.77051940448267,3
100,-2,-44,40.724356442415036,1
97,-6,-44,71.86083696852572,4
42,-30,-44,93.87735193700881,2
20,-39,-44,35.8333057737944,2
3,-45,-44,28.893108676843937,2
0,-46,-43,48.561741357887726,3
4,-45,-43,39.055584147579744,3
8,-43,-43,82.47678572144919,2
21,-39,-43,80.38411082772116,3
43,-30,-43,21.619343857459555,2
74,-20,-43,50.72920084933193,4
53,-26,-42,7.815107651478489,2
44,-30,-42,43.87904766069443,4
35,-33,-42,20.074618982441198,2
16,-41,-40,57.850300549987224,4
39,-31,-40,76.7878273808607,3
54,-26,-40,82.58680942054247,3
94,-10,-39,11.347704316154442,1
57,-25,-39,5.417641743015082,2
38,-32,-39,96.81539416570924,2
1,-46,-39,34.248013782408435,3
13,-42,-38,32.295925635186755,2
31,-34,-38,31.616017073445608,4
36,-33,-38,38.5271742584029,4
26,-36,-37,36.08156610728314,2
25,-38,-37,80.6996610199263,3
17,-41,-37,13.180761097964966,2
9,-43,-37,65.37391128465984,2
7,-44,-37,61.62127486169224,1
27,-36,-36,49.11038449209664,3
40,-31,-36,80.81414631085025,1
45,-30,-36,87.87403241737655,2
58,-25,-36,92.81799085946386,3
101,0,-29,15.439328330517078,3
37,-33,-34,45.501637460224146,2
22,-39,-35,58.49887529045816,3
28,-36,-34,19.859366704925655,1
32,-34,-33,87.49194725615027,4
49,-28,-33,83.35074179900607,4
52,-27,-33,59.756775118146614,3
76,-18,-32,91.08289158050901,3
99,-5,-29,25.330022058412965,4
200,0,-12,39.68012935004432,2
55,-26,-31,40.03961513398043,1
50,-28,-32,97.52798214986107,4
46,-30,-31,2.567487002217522,2
48,-29,-31,79.41089828010148,3
96,-8,-23,36.32063134922089,3
98,-6,-22,13.221699098024404,2
56,-26,-29,64.6581509886563,4
51,-28,-29,75.57448582263784,3
30,-35,-30,51.30693485344581,3
29,-36,-30,15.13097838870643,1
18,-41,-30,79.95597221238948,1
14,-42,-30,42.79135412056079,4
10,-43,-29,19.786116093615544,1
33,-34,-29,60.930874307086285,3
93,-1,-5,56.36214457513425,1
41,-31,-27,65.14917825324194,3
15,-42,-28,99.84439815234985,4
5,-45,-27,56.63139774463457,1
11,-43,-27,23.54153817402505,2
34,-34,-27,98.56474145840296,2
75,-19,-25,29.892331956971617,1
78,-16,-25,49.892976516635215,1
95,-10,-17,89.60727632992554,1
91,-7,-8,93.60714990741629,2
79,-16,-24,74.58201691046877,4
23,-39,-26,16.54466176233472,1
19,-40,-25,23.748329739265053,3
88,-12,-9,11.69656887653244,3
90,-10,-7,79.7930389992913,2
89,-12,-8,0.7588680444663758,3
87,-13,-12,85.49216217731323,1
72,-19,-22,37.62589378999488,1
61,-41,-23,42.31035334748676,2
69,-30,-22,6.49181051090496,2
92,-7,-1,92.30652993349764,3
81,-30,-6,45.858961915724045,3
65,-37,-21,68.72246730617823,4
67,-33,-19,96.2753425431231,3
59,-45,-18,64.98354122975888,2
82,-29,-2,97.38178748803179,1
85,-22,-2,59.65943839899149,2
80,-38,-3,71.91413285576142,4
60,-44,-18,9.14019186294654,1
62,-41,-16,30.953567205521033,1
84,-23,-5,73.11317127387196,2
64,-39,-18,62.05736069803345,3
63,-40,-18,82.67723616746109,2
66,-35,-17,17.8598634966466,2
47,-29,-41,0.41393042062033303,2
68,-33,-17,4.212766433204703,4
71,-23,-15,35.67763521911508,2
70,-26,-14,50.41563171078923,2
83,-24,-12,52.80338608021748,1
86,-20,-12,17.53716369769686,2
