102,-46,16,37.53788891960929,1
103,-46,27,37.39843078469759,2
104,-46,28,19.488013236855217,2
105,-46,38,0.3057734009135058,4
106,-46,39,89.19550553670904,4
107,-46,41,32.650113715888,4
108,-45,33,12.144074550622117,2
109,-44,1,71.39632688166893,2
110,-44,16,96.07388555784054,4
111,-44,20,37.065228407573024,1
112,-44,21,63.209891444447294,2
113,-43,33,86.38796789027732,3
114,-43,37,42.94925011288722,4
115,-42,5,26.35748360044966,2
116,-42,7,82.30695841830854,1
117,-42,12,47.85542559802005,2
118,-42,20,31.17938168772948,4
119,-42,30,9.953456209173572,3
120,-41,4,57.840611760199685,1
121,-41,37,2.869653279273794,1
122,-41,45,5.034048919846623,2
123,-40,9,80.5042147662766,1
124,-40,10,24.60856636492661,1
125,-40,12,87.8919758248757,4
126,-40,42,22.706862552913574,2
127,-38,42,48.81315571339851,2
128,-37,24,92.58589146782953,3
129,-37,37,62.611144635219276,1
130,-37,42,9.100851811815586,1
131,-36,1,85.43700675730477,1
132,-36,23,92.68791638167085,3
133,-35,47,24.577553257598495,1
134,-34,30,60.91739360638286,1
135,-34,34,30.61025963989722,3
136,-32,36,42.17691935730783,1
137,-31,24,41.01226988708553,4
138,-31,25,10.518122743832766,1
139,-31,34,89.63980777800002,4
140,-30,33,1.3232754796995512,1
141,-30,41,9.56764650775003,4
142,-29,30,48.775284286223986,1
143,-29,38,12.621431681660422,3
144,-29,42,23.807336954846754,2
145,-28,9,46.552577012340954,3
146,-28,13,40.23582006857153,1
148,-28,32,54.339627650248744,2
149,-28,41,30.922787815457948,4
147,-28,46,92.57116109897476,3
150,-27,17,77.62600579530277,4
151,-27,45,28.400014522248583,2
152,-26,5,38.54017786675376,3
153,-26,11,25.77760041924668,3
154,-25,31,73.93353110374899,1
155,-24,5,51.037427227390936,1
156,-24,47,6.040388325384112,1
157,-23,8,87.87625654710637,3
158,-23,40,71.11271651552524,1
159,-22,29,10.32232664453133,2
160,-22,38,23.200088147909415,3
162,-21,37,24.26620461537971,1
161,-21,43,1.0726693265137346,2
163,-19,11,44.89502835460523,4
164,-18,37,21.427914709937003,1
165,-18,38,32.14384940580429,4
166,-17,39,56.173581187049045,1
167,-16,3,83.35793499945247,1
168,-15,22,49.42537909597655,2
169,-15,40,56.556485633547254,4
170,-14,42,28.270396919919705,2
171,-13,35,94.5015515497957,1
172,-12,13,98.70240454706602,4
173,-11,13,52.88212435845046,3
174,-11,26,93.4658842691002,4
175,-11,31,30.47836617864707,4
176,-10,1,44.89765054595169,3
177,-10,5,58.17582463565044,1
178,-10,10,57.796058673463556,2
179,-10,22,69.40290835402864,3
180,-10,29,25.692267606078705,2
181,-9,34,79.67237319001205,2
182,-9,44,78.9150030912276,1
183,-9,47,7.7764312466711605,1
184,-8,3,91.62143825996289,1
185,-8,5,11.481208446914533,4
186,-8,44,83.32355318794757,3
187,-7,5,16.586508947031483,4
188,-7,6,13.685002514271881,1
189,-7,16,92.14238562907235,2
190,-7,30,22.925638480139355,3
191,-7,38,17.13222082707121,2
192,-6,1,79.91832413094625,3
193,-6,28,77.80939600424615,4
194,-4,14,83.67187528857586,2
195,-4,30,9.942593696547245,2
196,-3,26,12.590962859963613,4
197,-2,30,96.25107131171029,1
198,-1,38,38.36331676291503,1
199,-1,42,52.283449550996025,1
201,0,26,15.740798915550362,2
202,0,34,18.682970802741416,1
203,0,43,97.64996443060423,3
