59,-45,-18,89.86590424675414,2
60,-44,-18,8.48293556342847,3
63,-40,-18,92.36782508921327,3
64,-39,-18,73.69293452122088,4
14,-42,-30,66.56869712779552,2
18,-41,-30,84.45433620840417,1
29,-36,-30,72.3944970439697,4
30,-35,-30,95.84277292889126,2
1,-46,-39,3.080340993214528,4
0,-46,-43,16.578351401534835,2
12,-42,-46,66.33165769974995,3
73,-20,-46,7.809376711449074,1
77,-16,-45,20.479807296082164,1
24,-38,-45,71.58188236359426,3
6,-44,-45,30.867858901450045,4
2,-45,-45,10.929471424633448,4
3,-45,-44,86.60090881510772,1
4,-45,-43,18.57165519030868,1
7,-44,-37,10.752508770966262,1
9,-43,-37,54.970561456149746,1
8,-43,-43,53.70094361441773,2
20,-39,-44,35.04402126746983,1
42,-30,-44,73.06518590040237,2
97,-6,-44,4.03685476251925,4
21,-39,-43,56.58498795506633,2
43,-30,-43,5.465903510160441,2
74,-20,-43,84.02716443358537,3
