102,-46,16,12.030745561205608,1
103,-46,27,27.757426170085694,2
104,-46,28,89.700166639573,4
105,-46,38,61.5728044944266,4
106,-46,39,48.77849882084948,3
107,-46,41,7.280551968112308,1
108,-45,33,88.49613203121883,3
109,-44,1,82.09435869259427,3
110,-44,16,58.39989275807243,4
111,-44,20,28.988662762967177,3
112,-44,21,2.7922590126654914,4
113,-43,33,44.31134592944114,1
114,-43,37,30.70230840098119,4
115,-42,5,51.43939777147939,4
116,-42,7,98.50431728788762,4
117,-42,12,97.5151989085323,3
118,-42,20,6.429511713416972,2
119,-42,30,27.07733376299983,3
120,-41,4,85.75831613931089,3
121,-41,37,83.89661053045839,4
122,-41,45,21.387599733437224,1
123,-40,9,95.64501012104805,2
124,-40,10,96.19905825791948,1
125,-40,12,61.944362818379744,3
126,-40,42,71.00718248939667,2
80,-38,-3,69.5992392971981,3
127,-38,42,73.05979555551662,3
128,-37,24,74.01455180619031,1
129,-37,37,50.66220264807318,3
130,-37,42,65.61050626576117,3
131,-36,1,67.23810497137761,1
132,-36,23,70.57119988241512,3
133,-35,47,10.207724904738622,3
134,-34,30,81.62542928973382,4
135,-34,34,94.76663813981267,1
136,-32,36,48.18570007787203,2
137,-31,24,86.49240926977396,2
138,-31,25,84.11681868290732,3
139,-31,34,14.6616597516675,2
81,-30,-6,35.082135456858694,4
140,-30,33,13.699854987743064,1
141,-30,41,1.8258827443756978,2
82,-29,-2,6.988869853112277,4
142,-29,30,11.852629666155446,2
143,-29,38,41.286852402990064,4
144,-29,42,32.99657645565779,2
145,-28,9,83.14542916239223,4
146,-28,13,67.65662170938477,2
148,-28,32,79.60000186801507,3
149,-28,41,57.15949650005092,1
147,-28,46,57.43465933852092,1
150,-27,17,91.76327045433463,4
151,-27,45,35.60915977352577,2
152,-26,5,93.91539365637628,4
153,-26,11,52.5787170979095,3
154,-25,31,36.45995084937797,2
155,-24,5,25.81791104145393,4
156,-24,47,82.72177450502983,3
157,-23,8,54.83316958606289,4
158,-23,40,41.58493547519186,4
85,-22,-2,60.82811077380804,3
159,-22,29,22.351471054211782,3
160,-22,38,94.63196622260979,1
162,-21,37,3.2723840359836123,2
161,-21,43,31.431620847092535,2
