279,18,31,8.70531078944641,1
246,9,25,86.3863180182388,1
237,9,23,31.430644397621112,1
194,-3,21,46.83396362681115,1
211,-1,30,36.7193601419775,1
238,5,30,18.112117373988603,4
233,3,40,8.083305312636575,2
244,5,43,52.13572944223962,3
229,2,44,68.95158472307924,3
298,21,42,87.10809047790362,4
274,15,45,52.16582753817291,2
232,3,36,23.95525448135371,2
223,1,35,32.221638105300904,4
212,-2,34,14.210623418140251,3
217,-1,35,35.63603617862592,4
224,1,50,43.27572555445386,2
230,2,47,27.885831004815707,4
209,-2,55,96.80085186229998,2
206,-4,52,79.15493646214469,2
180,-12,46,54.97247160705792,3
176,-15,41,1.330144808469407,4
171,-17,47,28.17032508331838,3
253,16,24,7.660277215213781,2
160,-15,40,16.149096650758562,1
216,-1,22,20.715017615602296,1
222,1,23,33.046801994086145,3
245,5,47,58.72123516307356,1
239,4,48,38.400356093249194,3
